,has_company_logo,employment_type,required_experience,required_education,industry,function,fraudulent,state,words_count,words_mapped
5025,1,2,6,6,84,24,0,5,3344,4
5026,1,1,2,6,26,32,0,44,1159,1
5027,1,1,2,6,26,32,0,44,1159,1
5028,0,1,2,4,50,14,1,48,763,1
5029,0,1,2,4,50,14,1,11,660,1
5030,1,0,6,1,31,23,0,32,171,0
5031,1,1,2,4,0,13,1,16,1388,1
5032,1,1,0,1,56,18,0,35,1876,2
5033,1,1,6,5,84,23,0,35,2690,3
5034,1,0,5,0,56,18,0,20,387,0
5035,1,1,6,6,59,22,0,0,1625,2
5036,1,1,0,1,24,22,0,5,2681,3
5037,0,1,5,1,39,20,0,46,2506,3
5038,0,2,2,9,84,1,1,35,276,0
5039,1,1,0,4,20,20,0,5,2944,3
5040,0,2,2,9,84,1,1,28,287,0
5041,0,1,6,1,84,23,0,20,1143,1
5042,1,1,3,5,73,22,0,5,3388,4
5043,1,2,6,6,84,23,0,20,1085,1
5044,0,2,6,6,84,23,0,10,1114,1
5045,1,4,0,1,83,1,0,5,1306,1
5046,1,0,2,1,31,11,0,31,150,0
5047,0,1,5,6,56,18,1,48,2152,2
5048,1,1,5,6,4,23,0,5,1962,2
5049,1,0,6,1,31,23,0,14,171,0
5050,1,1,0,1,86,22,0,35,3334,4
5051,1,0,6,1,31,23,0,10,171,0
5052,1,0,2,1,31,11,0,5,197,0
5053,1,4,0,8,33,26,0,44,613,1
5054,1,1,5,1,59,27,0,15,2687,3
5055,1,1,0,6,39,7,0,34,2997,3
5056,1,1,2,4,64,7,0,8,1743,2
5057,1,2,6,6,84,23,0,5,2500,3
5058,1,1,6,6,11,23,0,42,2737,3
5059,1,0,0,6,56,23,0,44,2795,3
5060,1,1,3,5,31,13,0,6,1455,1
5061,1,1,2,4,26,7,0,16,1898,2
5062,0,1,5,1,56,18,0,48,2272,2
5063,1,1,6,1,59,12,0,35,820,1
5064,0,4,2,6,42,23,0,10,467,0
5065,1,0,6,2,50,16,0,10,1846,2
5066,0,1,5,1,73,18,0,11,3521,5
5067,0,1,6,6,22,23,0,34,69,0
5068,1,0,2,1,31,11,0,23,148,0
5069,1,2,0,6,85,29,0,44,2724,3
5070,1,4,6,4,50,16,0,23,596,0
5071,1,2,6,6,84,23,0,44,1058,1
5072,1,2,6,6,84,23,0,35,2545,3
5073,1,1,5,1,22,32,0,5,3352,4
5074,1,0,2,1,31,11,0,23,163,0
5075,1,1,0,1,56,7,0,5,1078,1
5076,1,1,0,0,56,18,0,44,2850,3
5077,1,4,4,6,73,23,0,8,2203,2
5078,1,0,2,1,31,11,0,26,150,0
5079,1,1,2,1,73,27,0,5,3593,5
5080,0,1,6,6,84,23,0,5,2067,2
5081,1,1,1,6,73,9,0,44,756,1
5082,0,1,6,6,22,22,0,5,1229,1
5083,1,2,6,6,84,12,0,35,1676,2
5084,1,0,6,1,31,23,0,46,171,0
5085,1,4,6,6,84,12,0,0,1274,1
5086,1,1,6,6,84,23,0,49,1699,2
5087,1,1,6,6,117,24,0,15,861,1
5088,1,1,2,4,6,5,0,41,2737,3
5089,0,1,1,1,73,22,0,5,2372,2
5090,1,1,0,0,56,18,0,44,3431,4
5091,1,0,2,1,31,11,0,45,150,0
5092,1,1,2,4,6,5,0,41,2737,3
5093,1,1,2,4,39,32,0,36,2274,2
5094,1,1,6,6,108,20,0,49,1138,1
5095,1,4,2,4,34,7,0,28,1270,1
5096,1,1,5,0,109,7,1,44,1009,1
5097,1,1,6,6,4,20,0,35,2064,2
5098,1,1,2,1,22,32,0,44,3227,4
5099,1,1,2,4,74,12,1,44,1335,1
5100,0,4,6,6,108,23,0,44,202,0
5101,1,1,2,4,109,7,1,44,1183,1
5102,1,1,2,4,121,23,0,25,887,1
5103,0,2,6,6,84,23,0,35,932,1
5104,1,0,5,1,29,3,0,20,1310,1
5105,1,0,2,1,31,11,0,31,150,0
5106,1,0,6,1,31,11,0,28,138,0
5107,0,4,2,6,84,16,0,5,1914,2
5108,1,2,2,4,23,23,0,5,1405,1
5109,1,1,0,6,53,32,0,44,2587,3
5110,1,0,0,6,22,12,0,38,3078,3
5111,0,1,5,1,39,20,0,46,2473,3
5112,1,1,2,4,64,7,0,35,1737,2
5113,0,1,6,1,22,23,0,28,2204,2
5114,1,1,2,4,26,7,0,18,1904,2
5115,0,2,6,4,84,21,0,20,654,1
5116,0,1,6,1,84,23,0,20,1042,1
5117,1,1,5,5,9,16,0,35,1911,2
5118,0,1,2,4,73,32,0,36,298,0
5119,1,0,2,1,31,11,0,21,138,0
5120,0,1,0,6,56,32,0,44,1913,2
5121,1,1,5,1,84,6,0,28,1765,2
5122,1,1,2,4,39,7,0,28,2416,2
5123,1,1,5,1,39,4,0,46,3356,4
5124,1,0,2,1,31,11,0,15,150,0
5125,1,1,5,1,73,2,0,48,1285,1
5126,1,1,5,6,39,20,0,46,2960,3
5127,1,1,0,1,73,1,0,5,3508,5
5128,1,1,2,1,52,17,0,35,3568,5
5129,1,2,6,6,84,23,0,44,1393,1
5130,1,5,6,6,51,23,0,5,300,0
5131,1,1,2,4,37,7,0,7,2393,2
5132,0,2,6,6,84,23,0,24,186,0
5133,1,1,0,8,51,7,0,10,2964,3
5134,1,2,6,6,84,23,0,6,1816,2
5135,1,4,2,0,50,16,0,5,1281,1
5136,1,1,2,4,39,7,0,35,2251,2
5137,1,0,6,1,31,23,0,13,171,0
5138,1,1,6,4,64,23,0,44,2209,2
5139,1,0,2,1,31,11,0,5,138,0
5140,1,1,0,6,56,18,0,11,2708,3
5141,1,1,0,1,56,12,0,35,1286,1
5142,1,1,2,4,39,7,0,28,2449,2
5143,1,1,5,1,22,12,0,17,1388,1
5144,1,0,2,1,31,11,0,36,150,0
5145,1,1,0,1,59,12,0,35,1622,2
5146,0,2,6,6,84,23,0,35,894,1
5147,1,1,6,6,11,32,0,30,1944,2
5148,1,2,6,6,84,23,0,5,1903,2
5149,0,1,2,4,39,32,0,46,1762,2
5150,1,1,5,1,22,32,0,25,3378,4
5151,1,1,5,1,56,18,0,5,3389,4
5152,1,0,6,1,31,11,0,10,84,0
5153,1,1,1,1,70,20,0,35,2917,3
5154,1,1,2,4,64,7,0,20,1616,2
5155,1,1,5,1,39,20,0,34,2806,3
5156,1,2,6,6,84,23,0,35,3324,4
5157,1,1,2,1,56,9,0,23,1888,2
5158,1,0,2,1,31,11,0,28,150,0
5159,0,1,6,6,70,23,0,44,2305,2
5160,1,1,0,1,56,18,0,35,2766,3
5161,1,2,6,6,84,23,0,5,1275,1
5162,1,1,6,1,1,18,0,44,1300,1
5163,1,0,6,1,1,18,0,44,3541,5
5164,1,1,2,6,26,32,0,44,1534,2
5165,1,0,5,1,56,18,0,5,1283,1
5166,1,2,6,6,84,23,0,5,2008,2
5167,1,1,6,6,85,12,1,44,2202,2
5168,1,1,6,6,50,23,0,5,1064,1
5169,0,1,6,6,84,23,0,36,321,0
5170,0,1,2,4,26,7,0,7,658,1
5171,1,1,0,1,22,18,0,5,1179,1
5172,1,1,5,2,23,23,0,32,2431,2
5173,1,4,6,6,50,16,0,6,1597,2
5174,1,1,5,1,56,18,0,5,2837,3
5175,1,5,5,10,20,12,0,38,1542,2
5176,1,0,6,6,56,23,0,44,3426,4
5177,0,1,2,1,108,23,0,46,94,0
5178,1,2,6,6,84,23,0,0,43,0
5179,1,1,0,4,84,23,0,41,1076,1
5180,0,1,6,6,84,23,0,15,1674,2
5181,1,1,2,4,26,7,0,5,1100,1
5182,1,1,6,1,84,6,0,8,2147,2
5183,1,1,5,6,41,23,0,15,3090,3
5184,1,1,0,1,41,32,0,0,2768,3
5185,1,0,6,1,31,11,0,15,138,0
5186,1,1,6,6,84,23,0,35,2468,3
5187,1,4,2,4,22,7,0,48,1947,2
5188,0,1,5,6,59,22,0,34,540,0
5189,1,1,2,4,64,7,0,23,1834,2
5190,1,3,2,6,85,17,0,44,2404,2
5191,1,1,2,4,4,7,0,35,1740,2
5192,1,4,2,4,39,7,0,35,1735,2
5193,0,1,6,1,84,23,0,7,546,0
5194,1,0,6,1,31,23,0,20,171,0
5195,1,0,6,1,31,23,0,44,171,0
5196,1,1,2,4,64,1,0,15,2065,2
5197,0,1,6,1,84,23,0,20,920,1
5198,1,1,2,4,37,20,0,28,1980,2
5199,1,0,2,1,31,11,0,17,148,0
5200,1,1,6,2,23,23,0,8,938,1
5201,1,0,6,1,31,11,0,15,138,0
5202,1,1,0,6,48,22,0,5,1658,2
5203,0,1,6,1,84,23,0,20,995,1
5204,1,1,0,1,57,15,0,35,3086,3
5205,0,2,6,6,84,23,0,20,1431,1
5206,1,1,5,1,67,23,0,15,1971,2
5207,1,2,6,6,84,23,0,44,3035,3
5208,0,2,6,1,84,23,0,20,429,0
5209,1,1,6,6,77,23,0,16,359,0
5210,1,0,2,1,31,11,0,25,150,0
5211,0,1,6,1,84,23,0,20,587,0
5212,1,0,2,1,31,11,0,5,176,0
5213,0,1,6,1,25,32,0,20,666,1
5214,1,1,5,1,22,18,0,5,1763,2
5215,1,0,2,1,31,11,0,37,148,0
5216,1,1,5,1,4,0,0,5,1972,2
5217,1,2,6,6,85,23,0,39,1671,2
5218,1,1,2,4,85,7,0,44,2459,3
5219,1,0,2,1,31,11,0,48,176,0
5220,1,0,5,1,56,18,0,5,2160,2
5221,0,1,2,1,59,12,0,44,358,0
5222,1,2,6,6,84,32,0,46,1382,1
5223,0,1,6,6,52,23,0,36,1136,1
5224,1,0,0,6,6,2,0,15,1151,1
5225,1,1,5,1,56,5,0,15,3273,4
5226,1,1,5,1,39,12,0,44,2966,3
5227,1,1,5,6,22,12,0,5,1661,2
5228,0,2,6,6,84,23,0,5,863,1
5229,1,1,5,1,67,20,0,0,1269,1
5230,1,0,2,1,31,11,0,44,150,0
5231,1,2,6,6,84,22,0,44,3038,3
5232,1,1,5,1,56,18,0,35,1067,1
5233,1,0,0,6,48,32,0,5,1555,2
5234,0,1,5,1,39,20,0,46,2506,3
5235,1,1,0,6,50,23,0,5,1062,1
5236,1,1,6,6,84,23,0,35,1708,2
5237,1,1,0,1,57,15,0,35,2712,3
5238,1,0,6,1,31,23,0,35,171,0
5239,1,2,6,6,84,23,0,35,1426,1
5240,1,4,6,6,84,32,0,35,1964,2
5241,1,0,2,1,31,11,0,48,150,0
5242,1,1,0,0,56,18,0,44,3438,4
5243,1,0,6,6,34,23,0,7,703,1
5244,1,0,2,1,31,11,0,28,148,0
5245,1,0,2,1,31,11,0,18,176,0
5246,1,0,2,1,31,11,0,11,170,0
5247,1,0,2,1,31,11,0,36,148,0
5248,1,1,6,0,83,1,0,35,3529,5
5249,1,1,1,0,56,32,0,5,2081,2
5250,1,1,0,6,22,23,0,5,832,1
5251,1,1,0,1,85,32,0,44,2625,3
5252,1,1,6,6,29,3,0,28,1850,2
5253,1,5,0,6,39,1,0,5,2510,3
5254,0,1,6,6,84,23,0,23,347,0
5255,1,1,6,6,84,23,0,32,2285,2
5256,1,0,2,1,31,11,0,44,148,0
5257,1,4,0,1,31,11,0,24,2102,2
5258,1,0,0,1,73,2,0,0,1361,1
5259,1,4,2,4,50,27,0,48,2491,3
5260,1,1,0,1,22,25,0,44,2530,3
5261,1,4,2,4,31,7,0,46,1797,2
5262,1,0,5,1,59,22,0,44,1992,2
5263,1,0,2,1,31,11,0,31,148,0
5264,1,4,2,4,39,7,0,4,1817,2
5265,1,1,5,4,26,20,0,4,1896,2
5266,1,4,6,6,84,23,0,24,1234,1
5267,1,1,5,6,59,12,0,5,1055,1
5268,1,1,6,6,56,7,0,5,1071,1
5269,1,1,0,6,56,12,0,46,3160,4
5270,1,1,5,1,56,18,1,48,2501,3
5271,1,1,0,4,116,24,0,24,1907,2
5272,0,1,0,1,56,22,0,39,402,0
5273,1,4,2,4,37,7,0,5,1558,2
5274,1,0,6,1,31,23,0,5,158,0
5275,1,0,0,6,22,30,0,38,2915,3
5276,1,1,5,6,73,22,0,35,2681,3
5277,1,1,6,1,84,22,0,0,1474,1
5278,0,1,6,6,84,23,0,39,384,0
5279,1,0,2,1,31,11,0,39,148,0
5280,1,1,1,5,84,12,1,5,2639,3
5281,1,1,2,1,98,24,0,42,2479,3
5282,1,1,0,6,91,32,0,48,2178,2
5283,1,1,5,1,34,18,1,5,2696,3
5284,1,0,6,1,31,23,0,19,171,0
5285,1,1,5,1,57,18,1,17,1650,2
5286,0,1,6,6,70,23,0,23,645,1
5287,1,0,6,1,31,11,0,39,138,0
5288,1,1,5,1,104,19,0,11,704,1
5289,1,0,2,1,31,11,0,28,148,0
5290,1,1,0,6,84,32,0,25,2113,2
5291,0,1,6,6,48,16,0,4,131,0
5292,0,1,6,6,84,23,0,4,178,0
5293,1,1,0,0,50,24,0,5,1059,1
5294,1,1,6,6,84,23,0,38,1749,2
5295,1,1,6,4,26,7,0,15,1081,1
5296,1,1,2,6,37,24,0,46,2378,2
5297,1,3,6,4,23,24,0,5,2200,2
5298,1,1,0,1,86,32,0,15,1568,2
5299,1,0,6,6,84,23,0,28,1540,2
5300,1,0,2,1,31,11,0,11,148,0
5301,1,0,6,1,31,11,0,29,84,0
5302,1,1,0,6,56,18,0,44,1150,1
5303,1,0,6,1,31,11,0,28,84,0
5304,1,1,0,6,91,32,0,10,2175,2
5305,1,0,2,1,31,11,0,40,148,0
5306,1,0,2,1,31,11,0,25,148,0
5307,1,1,6,1,114,32,0,5,1686,2
5308,1,1,0,1,85,20,0,44,2851,3
5309,1,2,6,1,84,23,0,8,2590,3
5310,1,1,5,5,78,16,0,44,1493,1
5311,1,1,2,4,26,7,0,44,1495,1
5312,1,1,0,1,56,27,0,5,2220,2
5313,1,1,0,1,53,7,0,44,1353,1
5314,1,1,5,5,7,23,0,23,1991,2
5315,1,1,5,1,56,12,0,5,908,1
5316,1,1,0,1,56,22,0,5,1348,1
5317,1,1,1,1,117,18,0,15,3320,4
5318,1,1,2,4,26,7,0,24,1506,1
5319,1,1,0,4,83,22,0,44,1280,1
5320,0,1,5,5,18,12,0,5,1050,1
5321,1,4,0,4,53,24,0,13,1409,1
5322,1,1,5,1,22,30,0,46,1327,1
5323,1,4,0,4,6,0,0,24,925,1
5324,1,1,2,4,84,23,0,49,1285,1
5325,1,0,2,1,31,11,0,39,148,0
5326,0,1,2,4,104,1,0,32,557,0
5327,1,1,3,1,36,32,0,0,2608,3
5328,0,1,6,6,84,23,0,20,375,0
5329,1,2,6,1,84,23,0,35,1290,1
5330,1,1,5,6,7,23,0,20,884,1
5331,1,2,6,6,84,19,0,44,1370,1
5332,1,0,2,1,31,11,0,39,148,0
5333,0,1,5,1,18,12,0,35,3046,3
5334,1,1,2,6,84,32,0,35,2783,3
5335,0,1,5,1,32,12,0,16,392,0
5336,1,4,5,4,100,7,0,24,2027,2
5337,1,1,1,6,56,32,0,35,2941,3
5338,1,1,1,6,56,23,0,16,1506,1
5339,1,1,0,6,18,18,0,44,1855,2
5340,1,1,5,6,97,12,0,35,1799,2
5341,1,4,0,6,110,23,0,5,3111,3
5342,1,1,2,4,91,7,0,16,1844,2
5343,1,1,2,6,121,21,0,44,848,1
5344,1,1,5,6,33,26,0,44,2676,3
5345,1,1,0,1,83,13,0,44,2439,2
5346,1,1,0,1,22,18,0,44,1676,2
5347,1,0,2,1,31,11,0,51,148,0
5348,1,1,0,6,85,0,0,39,2449,2
5349,0,1,5,0,73,22,0,10,1041,1
5350,1,1,1,1,0,34,0,5,1336,1
5351,1,1,5,1,22,18,0,44,1928,2
5352,1,2,6,4,84,23,0,24,1254,1
5353,1,1,0,1,22,25,0,5,3397,4
5354,1,1,5,1,22,18,0,44,1758,2
5355,1,1,2,6,39,7,0,34,2514,3
5356,1,5,0,8,11,1,0,15,1894,2
5357,1,1,6,4,84,12,0,17,3492,4
5358,0,1,6,6,22,18,0,0,1906,2
5359,1,1,6,1,104,1,0,20,2756,3
5360,1,0,6,1,31,23,0,51,171,0
5361,1,2,6,1,84,23,0,8,1900,2
5362,1,1,2,1,73,37,0,15,1539,2
5363,1,0,6,1,31,23,0,5,158,0
5364,1,1,6,6,11,23,0,15,2733,3
5365,1,1,6,6,39,23,0,46,2092,2
5366,1,1,6,6,84,32,0,44,2661,3
5367,0,1,6,6,84,23,0,11,652,1
5368,1,5,6,6,29,23,0,5,2999,3
5369,0,2,6,6,23,9,1,44,2170,2
5370,1,1,5,1,114,17,0,4,2032,2
5371,0,1,5,1,59,24,0,45,1911,2
5372,1,1,5,4,85,24,1,5,3184,4
5373,0,1,5,1,27,22,0,35,807,1
5374,1,4,5,6,65,7,0,0,1661,2
5375,1,1,2,6,22,12,0,17,916,1
5376,1,1,0,0,56,18,0,44,3437,4
5377,1,1,5,1,56,18,0,44,1363,1
5378,1,4,6,6,50,23,0,35,3370,4
5379,1,1,6,6,84,18,0,32,1660,2
5380,1,1,0,6,4,1,0,35,516,0
5381,1,0,6,6,56,18,0,11,2191,2
5382,1,1,2,4,26,7,0,46,1767,2
5383,1,0,6,1,31,23,0,34,171,0
5384,1,1,5,6,30,23,0,35,1659,2
5385,1,0,0,6,22,6,0,38,3565,5
5386,1,1,2,4,22,7,0,37,2396,2
5387,1,1,0,0,56,18,0,44,3436,4
5388,0,1,5,1,30,11,0,35,1997,2
5389,1,2,6,6,84,23,0,5,2498,3
5390,1,1,0,1,23,18,0,44,3229,4
5391,1,1,6,6,11,23,0,49,2769,3
5392,0,2,6,6,84,23,0,5,3429,4
5393,1,1,3,6,73,34,0,35,2951,3
5394,1,1,2,4,37,15,0,7,1322,1
5395,1,0,6,1,31,23,0,28,171,0
5396,1,0,2,1,31,11,0,33,148,0
5397,1,1,6,6,73,26,0,35,1479,1
5398,1,1,5,1,12,20,0,18,3374,4
5399,1,1,6,6,84,12,0,0,1436,1
5400,1,2,6,6,84,23,0,36,1280,1
5401,0,0,2,6,84,23,0,20,32,0
5402,1,1,5,1,4,14,0,5,2122,2
5403,1,0,6,1,31,23,0,5,171,0
5404,1,4,2,4,37,7,0,5,1558,2
5405,1,2,6,6,84,23,0,35,1814,2
5406,1,0,6,1,31,23,0,8,171,0
5407,1,0,6,1,31,23,0,36,171,0
5408,1,0,6,6,84,7,0,5,917,1
5409,1,4,6,4,96,1,0,4,1176,1
5410,0,0,6,6,56,18,0,5,39,0
5411,1,0,6,6,84,23,0,10,1972,2
5412,1,1,6,6,84,23,0,35,1263,1
5413,1,1,0,8,6,7,0,20,1425,1
5414,1,4,6,4,50,16,0,23,597,0
5415,1,1,6,6,11,23,0,15,2738,3
5416,1,0,2,1,31,11,0,23,150,0
5417,1,0,6,1,31,23,0,46,171,0
5418,1,4,2,4,26,7,0,46,1592,2
5419,1,1,2,6,73,32,0,44,1366,1
5420,1,0,2,1,31,11,0,45,148,0
5421,1,1,6,1,4,9,0,5,1429,1
5422,1,0,6,1,31,23,0,30,171,0
5423,0,1,6,6,85,12,1,44,2816,3
5424,1,1,5,1,56,27,0,10,1614,2
5425,1,1,2,2,56,18,0,11,2964,3
5426,1,2,6,6,84,13,0,5,3343,4
5427,1,0,5,6,22,18,0,0,1453,1
5428,1,2,6,6,84,23,0,28,2200,2
5429,1,1,6,1,84,23,0,48,2183,2
5430,1,1,2,4,64,7,0,18,2109,2
5431,1,3,6,6,84,23,0,35,3033,3
5432,1,2,6,6,84,23,0,39,2312,2
5433,1,1,5,1,22,12,0,0,1411,1
5434,1,0,6,1,31,23,0,2,171,0
5435,1,2,6,6,84,23,0,44,1112,1
5436,1,0,2,1,31,11,0,39,148,0
5437,1,1,5,5,59,25,0,5,3051,3
5438,1,1,2,1,22,12,0,5,1155,1
5439,1,1,0,6,56,32,0,44,3183,4
5440,1,0,6,1,31,23,0,36,158,0
5441,1,1,5,6,22,12,0,46,2771,3
5442,1,1,0,4,77,1,0,41,1260,1
5443,1,1,0,0,73,32,0,39,1016,1
5444,1,5,4,1,56,18,0,44,1156,1
5445,1,1,6,6,59,12,0,20,1451,1
5446,1,0,6,1,31,23,0,40,165,0
5447,1,1,2,4,64,1,0,16,1587,2
5448,1,0,2,1,31,11,0,19,138,0
5449,1,1,2,4,39,7,0,44,1848,2
5450,1,2,6,6,84,22,0,45,2475,3
5451,1,1,2,1,67,23,0,5,1424,1
5452,1,0,2,1,31,11,0,20,176,0
5453,1,1,6,6,33,22,0,5,3048,3
5454,1,1,5,1,67,20,0,35,1609,2
5455,1,1,2,4,39,7,0,15,1821,2
5456,1,1,6,6,84,23,0,49,1109,1
5457,1,1,2,4,64,7,0,39,2057,2
5458,1,1,5,1,23,0,0,15,1750,2
5459,1,1,2,4,73,32,0,11,742,1
5460,1,0,2,1,31,11,0,18,176,0
5461,1,4,6,6,84,23,0,5,1518,2
5462,1,0,2,1,31,11,0,2,150,0
5463,1,1,1,1,29,22,0,0,1311,1
5464,1,1,6,6,11,32,0,15,1945,2
5465,1,0,6,1,31,23,0,2,171,0
5466,1,0,6,1,31,23,0,11,171,0
5467,1,0,0,6,22,30,0,38,2906,3
5468,1,0,6,1,31,23,0,48,165,0
5469,1,1,1,1,56,32,0,15,1318,1
5470,0,1,6,6,84,23,0,23,468,0
5471,1,1,5,1,22,18,0,5,2567,3
5472,1,1,0,1,67,32,0,15,2076,2
5473,1,1,5,1,22,17,0,5,3248,4
5474,1,1,1,1,22,22,0,35,2342,2
5475,1,1,5,1,56,12,0,5,962,1
5476,1,1,5,1,22,22,0,5,3478,4
5477,1,1,5,1,4,3,0,5,1543,2
5478,1,2,6,6,84,23,0,35,1436,1
5479,1,4,6,4,50,16,0,23,602,1
5480,1,0,6,1,31,11,0,39,138,0
5481,1,0,6,1,31,23,0,14,171,0
5482,1,4,2,0,78,11,0,44,1926,2
5483,1,1,2,4,64,7,0,5,1942,2
5484,1,1,0,6,56,12,0,35,2631,3
5485,1,1,5,1,22,12,0,35,2827,3
5486,1,1,6,6,11,23,0,15,2906,3
5487,1,1,5,1,22,12,0,5,1082,1
5488,1,0,6,6,118,23,0,28,1832,2
5489,1,0,6,1,31,23,0,39,171,0
5490,1,0,6,1,31,23,0,33,213,0
5491,1,1,6,6,84,23,0,5,2861,3
5492,1,4,2,4,39,7,0,39,1822,2
5493,0,1,6,6,84,23,0,39,694,1
5494,1,1,5,6,67,12,0,35,1530,2
5495,1,1,6,6,22,22,0,0,1232,1
5496,1,2,6,6,84,23,0,24,1763,2
5497,1,1,0,6,50,32,0,44,2608,3
5498,1,0,6,1,31,23,0,28,171,0
5499,1,5,4,6,124,31,0,8,555,0
5500,1,2,6,6,84,23,0,10,309,0
5501,1,1,2,6,85,32,0,44,921,1
5502,1,1,6,6,22,12,0,5,516,0
5503,1,1,0,1,23,12,0,44,2854,3
5504,0,1,6,6,84,23,0,5,873,1
5505,1,2,6,6,84,24,0,0,3300,4
5506,0,1,6,6,84,23,0,23,1835,2
5507,1,1,5,6,84,23,0,44,1370,1
5508,1,1,6,6,85,12,1,44,1665,2
5509,1,1,6,6,22,12,0,5,958,1
5510,1,1,5,1,73,22,0,5,2091,2
5511,0,0,5,1,41,11,0,35,933,1
5512,1,1,5,6,14,21,0,35,1508,1
5513,1,1,0,1,59,12,0,5,2204,2
5514,1,2,6,6,84,23,0,32,1753,2
5515,1,0,6,1,31,23,0,44,171,0
5516,1,2,6,6,84,32,0,4,3551,5
5517,0,0,6,6,56,18,0,5,1575,2
5518,1,1,5,6,84,23,0,41,1506,1
5519,1,1,0,2,77,16,0,28,1601,2
5520,1,5,2,1,51,23,0,1,323,0
5521,1,0,6,1,31,23,0,28,158,0
5522,1,0,6,1,31,23,0,5,171,0
5523,0,1,6,6,96,1,0,24,374,0
5524,1,0,6,1,31,23,0,39,171,0
5525,1,5,4,6,4,22,0,35,1446,1
5526,0,1,6,6,108,23,0,44,117,0
5527,1,1,0,1,59,28,0,35,3125,3
5528,1,1,0,1,23,27,0,44,3188,4
5529,1,1,5,1,59,22,0,5,2551,3
5530,1,1,5,1,6,18,0,23,2822,3
5531,1,2,6,6,84,23,0,5,845,1
5532,1,1,1,6,29,3,0,5,2312,2
5533,1,0,6,1,31,23,0,16,171,0
5534,1,1,0,1,50,16,0,11,1371,1
5535,1,1,5,1,56,5,0,15,1691,2
5536,0,1,6,6,84,23,0,36,808,1
5537,0,1,6,6,84,23,0,39,1671,2
5538,1,1,2,4,50,1,0,23,1176,1
5539,1,1,0,6,50,23,0,11,1614,2
5540,1,1,6,2,117,24,0,18,3631,7
5541,1,1,5,1,6,18,0,23,2185,2
5542,0,1,6,6,22,32,0,20,690,1
5543,1,1,2,4,25,32,0,35,2924,3
5544,1,2,6,6,84,23,0,35,1306,1
5545,1,0,6,1,31,23,0,49,171,0
5546,1,1,6,6,70,0,0,39,1418,1
5547,1,0,6,1,31,23,0,50,171,0
5548,1,0,0,1,58,6,0,11,2347,2
5549,1,1,5,6,59,18,0,39,2311,2
5550,1,0,6,1,31,23,0,45,171,0
5551,1,4,5,6,56,23,0,0,1340,1
5552,1,1,0,6,56,32,0,28,829,1
5553,1,0,6,1,31,23,0,40,171,0
5554,1,1,5,6,14,23,0,35,1713,2
5555,1,1,3,1,56,5,0,5,1798,2
5556,1,1,6,6,31,22,0,15,2107,2
5557,0,1,6,6,56,23,0,36,307,0
5558,0,0,6,2,48,16,0,5,1535,2
5559,1,1,5,6,14,21,0,35,1638,2
5560,1,4,2,4,50,1,0,23,594,0
5561,1,1,6,6,59,22,0,5,2774,3
5562,1,4,4,8,113,7,0,16,1304,1
5563,1,1,0,1,70,6,0,20,3340,4
5564,1,4,2,4,50,16,0,36,1018,1
5565,0,1,5,6,56,23,0,32,1400,1
5566,1,0,6,6,124,37,0,16,2456,3
5567,1,1,5,1,25,0,0,5,3540,5
5568,1,2,6,6,84,23,0,16,1008,1
5569,1,1,2,4,31,7,0,46,1793,2
5570,1,4,2,4,26,32,0,45,1785,2
5571,0,1,6,6,23,27,0,48,2072,2
5572,1,5,5,6,33,18,0,39,267,0
5573,1,1,6,6,84,37,0,5,1797,2
5574,0,1,6,6,84,23,0,23,739,1
5575,1,0,0,6,39,23,0,35,774,1
5576,1,4,2,4,26,15,0,16,1584,2
5577,1,2,6,6,84,23,0,48,902,1
5578,1,2,6,6,34,23,0,7,714,1
5579,1,2,6,6,84,23,0,44,983,1
5580,1,2,6,6,84,23,0,37,1517,2
5581,0,4,6,6,108,23,0,25,28,0
5582,1,1,2,4,57,7,0,31,1526,2
5583,1,1,2,4,26,24,0,4,1589,2
5584,1,1,5,1,56,18,0,15,2302,2
5585,1,1,5,6,59,27,0,0,1713,2
5586,1,1,0,6,25,32,0,38,2636,3
5587,1,0,6,1,31,23,0,37,171,0
5588,0,1,2,4,121,21,0,15,173,0
5589,1,1,0,6,56,22,0,35,1261,1
5590,1,1,6,6,6,20,0,41,1221,1
5591,1,1,6,6,59,23,0,35,2791,3
5592,1,0,6,1,31,23,0,35,171,0
5593,1,1,6,6,110,23,0,0,298,0
5594,1,0,6,6,118,23,0,10,1584,2
5595,1,1,1,6,73,0,0,5,3518,5
5596,0,2,6,6,108,23,0,8,123,0
5597,1,1,5,1,22,18,0,5,2472,3
5598,0,4,4,6,73,22,0,7,170,0
5599,1,0,6,1,31,23,0,44,171,0
5600,0,1,5,1,109,20,0,48,438,0
5601,1,0,6,1,31,23,0,5,158,0
5602,0,1,6,6,84,23,0,15,996,1
5603,1,5,0,1,56,37,0,11,2329,2
5604,1,0,6,1,31,23,0,48,158,0
5605,1,1,0,2,78,16,0,28,1729,2
5606,1,2,6,6,84,23,0,21,696,1
5607,1,2,2,4,23,23,0,45,2288,2
5608,1,1,2,4,50,16,0,44,1623,2
5609,0,0,5,6,84,23,0,44,1577,2
5610,1,2,2,4,115,7,0,36,1458,1
5611,1,2,6,6,84,23,0,32,2044,2
5612,1,2,6,6,84,23,0,45,884,1
5613,1,1,5,1,4,26,0,5,3153,4
